Company,ZIP,City,Country,State,Sales,County,latitude,longitude,Year
Don Small & Sons Oil Distributor Co.,98002,Auburn,USA,WA,1978,King,47.3082,-122.21567,2023
Commercial Avenue Truck & Trailer,85364,Yuma,USA,AZ,0,Yuma,32.70469,-114.65664,2023
FleetPride,36108,Montgomery,USA,AL,1124,Montgomery,32.33956,-86.40602,2023
Midwest Wheel - Strafford,65757,Strafford,USA,MO,26836,Greene,37.2838,-93.09861,2023
Dale's Billet Sales LLC,34202,Bradenton,USA,FL,285168,Manatee,27.40722,-82.39254,2023
Dale's Billet Sales LLC,34240,Sarasota,USA,FL,0,Sarasota,27.34218,-82.35177,2023
Raney's LLC,46845,Fort Wayne,USA,IN,0,Allen,41.2051,-85.10789,2023
"Western Peterbilt, LLC",95691,West Sacramento,USA,CA,1880,Yolo,38.62394,-121.58272,2023
Nextran Corporation,32025,Lake City,USA,FL,0,Columbia,30.11266,-82.57072,2023
"Thompson Tractor Company, Inc.",32404,Panama City,USA,FL,0,Bay,30.19075,-85.51122,2023
FleetPride,56401,Brainerd,USA,MN,1584,Crow Wing,46.32259,-94.11974,2023
"Diesel Pro, Inc.",17327,Glen Rock,USA,PA,0,York,39.77934,-76.75373,2023
FleetPride,45241,Sharonville,USA,OH,5999,Hamilton,39.27659,-84.40175,2023
Truck Country - Cedar Rapids,52404,Cedar Rapids,USA,IA,4286,Linn,41.92153,-91.69077,2023
Rush Enterprises,76302,Wichita Falls,USA,TX,2145,Wichita,33.86607,-98.48487,2023
"Enviromotive, Inc.",80907,Colorado Springs,USA,CO,960,El Paso,38.87912,-104.82137,2023
Harbor Truck Parts- Long Beach,90813,Long Beach,USA,CA,20629,Los Angeles,33.78237,-118.19656,2023
Harbor Truck Parts- Gardena,90248,Gardena,USA,CA,10774,Los Angeles,33.87689,-118.28362,2023
Harbor Truck Parts- Ontario,91761,Ontario,USA,CA,22869,San Bernardino,34.03541,-117.5915,2023
Harbor Truck Parts- Lancaster,93534,Lancaster,USA,CA,7416,Los Angeles,34.71759,-118.15079,2023
Harbor Truck Parts- Modesto,95351,Modesto,USA,CA,2632,Stanislaus,37.6236,-120.99828,2023
Harbor Truck Parts- Bakersfield,93308,Bakersfield,USA,CA,7620,Kern,35.5498,-118.93389,2023
"CRW Parts, Inc.",21804,Salisbury,USA,MD,11363,Wicomico,38.31726,-75.53673,2023
"CRW Parts, Inc.",20794,Jessup,USA,MD,750,Anne Arundel,39.15107,-76.78882,2023
"CRW Parts, Inc.",24012,Roanoke,USA,VA,0,Roanoke,37.31585,-79.89833,2023
"CRW Parts, Inc.",23234,Richmond,USA,VA,5620,Richmond,37.45293,-77.46752,2023
"CRW Parts, Inc.",23502,Norfolk,USA,VA,16677,Norfolk,36.86274,-76.20983,2023
Russo Parts and Service,95828,Sacramento,USA,CA,0,Sacramento,38.48943,-121.39598,2023
Kriete Truck Center- Fond du Lac,54937,Fond du Lac,USA,WI,4999,Fond du Lac,43.75959,-88.43335,2023
"CRW Parts, Inc.",20743,Capitol Heights,USA,MD,3360,Prince George's,38.88372,-76.89362,2023
"Magneto & Diesel Injector Service, Inc.",77338,Humble,USA,TX,5300,Harris,30.00858,-95.28351,2023
JRC Alternatives DBA DPF Alternatives,45308,Bradford,USA,OH,3754,Miami,40.12535,-84.45699,2023
JRC Alternatives DBA DPF Alternatives,45308,Bradford,USA,OH,2905,Miami,40.12535,-84.45699,2023
Fleetpride,71112,Bossier City,USA,LA,4352,Bossier,32.44373,-93.63874,2023
Brake & Truck Supply,02149,Everett,USA,MA,0,Middlesex,42.40643,-71.05446,2023
The Peterbilt Store- Berlin,06037,Berlin,USA,CT,704,Hartford,41.61148,-72.7775,2023
The Peterbilt Store- Johnston,02919,Johnston,USA,RI,0,Providence,41.82733,-71.52002,2023
TNT Parts,32220,Jacksonville,USA,FL,0,Duval,30.33693,-81.85335,2023
DPF Source,80129,Highlands Ranch,USA,CO,17320,Douglas,39.54521,-105.01203,2023
DPF Alternatives,80127,Littleton,USA,CO,15196,Arapahoe,39.52249,-105.15773,2023
Fleetpride- Cushing,74023,Cushing,USA,OK,1969,Payne,35.95708,-96.74963,2023
Don Hart's Radiator Service- Houston,77015,Houston,USA,TX,111,Harris,29.76485,-95.17216,2023
"ATI Service, INC",93232,Hanford,USA,CA,-231,Kings,36.3274502,-119.6456844,2023
"ATI Service, INC",93631,Kingsburg,USA,CA,25477,Fresno,36.47653,-119.52131,2023
FleetPride- Rochester,14606,Rochester,USA,NY,3970,Monroe,43.17069,-77.69933,2023
FleetPride - Riviera Beach,33404,Riviera Beach,USA,FL,3153,Palm Beach,26.78248,-80.06567,2023
FleetPride - Nampa,83687,Nampa,USA,ID,1695,Canyon,43.60998,-116.52997,2023
AA Systems Truck and Bus,11501,Mineola,USA,NY,2265,Nassau,40.74629,-73.63921,2023
"Florida Kenworth, LLC",33805,Lakeland,USA,FL,2798,Polk,28.09829,-81.91279,2023
"Smart's Truck & Trailer Equipment, Inc.",77707,Beaumont,USA,TX,15121,Jefferson,30.05323,-94.1748,2023
Northwest Freightliner,98277,Mount Vernon,USA,WA,6199,Skagit,48.31688,-122.63152,2023
"DPF Alternatives of WV, LLC",25541,Milton,USA,WV,-171,Cabell,38.45884,-82.12707,2023
"DPF Alternatives of WV, LLC",25541,Milton,USA,WV,5191,Cabell,38.45884,-82.12707,2023
Power Brake and Spring Service Company,46628,South Bend,USA,IN,0,St. Joseph,41.72103,-86.33465,2023
"CommPar, LLC",46628,South Bend,USA,IN,0,St. Joseph,41.72103,-86.33465,2023
"CommPar, LLC",48310,Sterling Heights,USA,MI,1850,Macomb,42.56511,-83.06694,2023
"CommPar, LLC",48174,Romulus,USA,MI,568,Wayne,42.20862,-83.35413,2023
Power Brake and Spring Service,46516,Elkhart,USA,IN,0,Elkhart,41.6756,-85.94584,2023
Power Brake and Spring Service,46516,Elkhart,USA,IN,0,Elkhart,41.6756,-85.94584,2023
Power Brake and Spring Service,46975,Rochester,USA,IN,0,Fulton,41.0718,-86.25177,2023
Power Brake and Spring Service,46403,Gary,USA,IN,0,Lake,41.60636,-87.25803,2023
ACI Supply,14845,Horseheads,USA,NY,23500,Chemung,42.20225,-76.8334,2023
First Call Truck Parts,31792,Thomasville,USA,GA,3946,Thomas,30.77079,-84.04238,2023
Jim Hawk Truck Trailers,51503,Council Bluffs,USA,IA,0,Pottawattamie,41.2304,-95.77795,2023
Jim Hawk Truck Trailers,51501,Council Bluffs,USA,IA,0,Pottawattamie,41.22828,-95.87889,2023
"DPF Alternatives Iowa, LLC",52577,Oskaloosa,USA,IA,0,Mahaska,41.27174,-92.6602,2023
"DPF Alternatives Iowa, LLC",50219,Pella,USA,IA,39217,Marion,41.42243,-92.90132,2023
Jim Hawk Truck Trailers,51106,Sioux City,USA,IA,0,Woodbury,42.46292,-96.32,2023
Jim Hawk Truck Trailers,57104,Sioux Falls,USA,SD,0,Minnehaha,43.6041,-96.70442,2023
Jim Hawk Truck Trailers,52806,Davenport,USA,IA,0,Scott,41.58918,-90.62553,2023
Jim Hawk Truck Trailers,64120,Kansas City,USA,MO,5999,Jackson,39.13142,-94.51489,2023
Jim Hawk Truck Trailers,50009,Altoona,USA,IA,0,Polk,41.64313,-93.45945,2023
MHC Kenworth- Murfreesboro,37129,Murfreesboro,USA,TN,1026,Rutherford,35.92556,-86.44098,2023
Conroe Truck and Trailer Parts,77306,Conroe,USA,TX,1340,Montgomery,30.2799,-95.31337,2023
"Bruckner Truck Sales, Inc.",67217,Wichita,USA,KS,266,Sedgwick,37.61535,-97.36239,2023
Nextran Truck Centers,66111,Kansas City,USA,KS,1555,Wyandotte,39.08529,-94.79621,2023
FleetPride,88210,Artesia,USA,NM,2073,Eddy,32.77272,-104.22567,2023
FleetPride,47129,Clarksville,USA,IN,16293,Clark,38.31378,-85.76874,2023
Truck Enterprises - Richmond,23237,Richmond,USA,VA,3995,Richmond,37.40173,-77.45433,2023
FleetPride Truck & Trailer Parts,30066,Marietta,USA,GA,1656,Cobb,34.034,-84.50798,2023
DPF Alternatives of Wisconsin,54812,Barron,USA,WI,4211,Barron,45.39911,-91.88103,2023
DPF Alternatives of NE Arkansas LLC,72454,Piggott,USA,AR,1127,Clay,36.40083,-90.20623,2023
JRC Alternatives dba DPF Alternatives,45308,Bradford,USA,OH,0,Miami,40.12535,-84.45699,2023
DPF Alternatives West Houston,77043,Houston,USA,TX,1281,Harris,29.8112,-95.57981,2023
DPF Alternatives NWA,72734,Gentry,USA,AR,13509,Benton,36.27217,-94.45355,2023
The Pete Store- North Boston,01960,PEABODY,USA,MA,-1500,Essex,42.53374,-70.97222,2023
DPF Alternatives Lenexa,66215,Lenexa,USA,KS,4259,Johnson,38.95649,-94.74304,2023
DPF Alternatives of the Panhandle,79087,Texline,USA,TX,2215,Dallam,36.32788,-102.93667,2023
FleetPride,08360,Vineland,USA,NJ,19358,Cumberland,39.49374,-75.00352,2023
DPF Alternatives of the Panhandle,79022,Dalhart,USA,TX,7247,Dallam,36.10004,-102.61443,2023
Wisconsin Kenworth,53598,Windsor,USA,WI,0,Dane,43.20641,-89.3387,2023
Wisconsin Kenworth,53154,Oak Creek,USA,WI,0,Milwaukee,42.8803,-87.90092,2023
Wisconsin Kenworth,54304,Green Bay,USA,WI,7160,Brown,44.49419,-88.06758,2023
Wisconsin Kenworth,54751,Menomonie,USA,WI,0,Dunn,44.84971,-91.92994,2023
Wisconsin Kenworth,54650,Onalaska,USA,WI,0,La Crosse,43.9099,-91.22424,2023
Southern Utah DPF dba DPF Alternatives,84737,Hurricane,USA,UT,2046,Washington,37.08321,-113.26032,2023
Wisconsin Kenworth,54455,Mosinee,USA,WI,0,Marathon,44.7625,-89.68559,2023
Wisconsin Kenworth,54937,Fond Du Lac,USA,WI,0,Fond Du Lac,43.75959,-88.43335,2023
Michigan Kenworth,49548,Grand Rapids,USA,MI,0,Kent,42.86795,-85.66273,2023
Michigan Kenworth,49735,Gaylord,USA,MI,0,Otsego,44.99576,-84.67117,2023
Michigan Kenworth,48120,Dearborn,USA,MI,0,Wayne,42.30524,-83.1718,2023
Michigan Kenworth,48601,Saginaw,USA,MI,0,Saginaw,43.40096,-83.8952,2023
Michigan Kenworth,48036,Clinton Township,USA,MI,0,Macomb,42.59227,-82.89971,2023
Michigan Kenworth,48111,Van Buren Township,USA,MI,0,Wayne,42.17976,-83.48762,2023
Sahling Kenworth,68467,York,USA,NE,0,York,40.86528,-97.59778,2023
Sahling Kenworth,68601,Columbus,USA,NE,0,Platte,41.45205,-97.39477,2023
French Ellison Truck Center,78577,Pharr,USA,TX,0,Hidalgo,26.1665,-98.19082,2023
French Ellison Truck Center,78045,Laredo,USA,TX,0,Webb,27.83197,-99.65963,2023
French Ellison Truck Center,78409,Corpus Christi,USA,TX,0,Nueces,27.81729,-97.51458,2023
French Ellison Truck Center,78109,Converse,USA,TX,0,Bexar,29.47977,-98.29295,2023
Florida Kenworth,32804,Orlando,USA,FL,0,Orange,28.57688,-81.39748,2023
Florida Kenworth,33619,TAMPA,USA,FL,0,Hillsborough,27.93536,-82.37841,2023
Florida Kenworth,33805,Lakeland,USA,FL,569,Polk,28.09829,-81.91279,2023
Florida Kenworth,33967,Fort Myers,USA,FL,0,Lee,26.47226,-81.81231,2023
Dedicated Fleet Services,53598,Windsor,USA,WI,0,Dane,43.20641,-89.3387,2023
Dedicated Fleet Services,53545,Janesville,USA,WI,0,Rock,42.73113,-89.03613,2023
DPF Alternatives Florida,34266,Arcadia,USA,FL,21810,DeSoto,27.19895,-81.80304,2023
Kenworth Sales - Boise,83705,Boise,USA,ID,0,Ada,43.55609,-116.22002,2023
Kenworth Sales - Caldwell,83605,Caldwell,USA,ID,0,Canyon,43.66442,-116.65171,2023
Kenworth Sales - Elko,89801,Elko,USA,NV,0,Elko,41.18096,-115.76076,2023
Kenworth Sales - Heyburn,83336,Heyburn,USA,ID,0,Minidoka,42.5626,-113.81699,2023
Kenworth Sales - Idaho Falls,83401,Idaho Falls,USA,ID,0,Bonneville,43.53222,-111.86516,2023
Kenworth Sales - Jerome,83338,Jerome,USA,ID,0,Jerome,42.72501,-114.43273,2023
Kenworth Sales - Las Vegas,89081,North Las Vegas,USA,NV,0,Clark,36.2586,-115.10703,2023
Kenworth Sales - Post Falls,83854,Post Falls,USA,ID,0,Kootenai,47.7267,-116.97511,2023
Kenworth Sales - Lewiston,83501,Lewiston,USA,ID,0,Nez Perce,46.2283,-116.90608,2023
Kenworth Sales - Ontario,97914,Ontario,USA,OR,0,Malheur,44.11085,-117.07383,2023
Kenworth Sales - Pasco,99301,Pasco,USA,WA,0,Franklin,46.39184,-118.93509,2023
Kenworth Sales - Pendleton,97801,Pendleton,USA,OR,0,Umatilla,45.67317,-118.83362,2023
TRP - Kalispell,59901,Kalispell,USA,MT,0,Flathead,48.22873,-114.40564,2023
Kenworth Sales - Pocatello,83201,Pocatello,USA,ID,0,Bannock,42.88949,-112.38324,2023
Kenworth Sales - Price,84501,Price,USA,UT,0,Carbon,39.53214,-110.80393,2023
Kenworth Sales - Rk Springs,82901,Rock Springs,USA,WY,0,Sweetwater,41.38121,-109.02469,2023
Kenworth Sales - Salina,84654,Salina,USA,UT,0,Sevier,38.89144,-111.64442,2023
Kenworth Sales - St. George,84790,St. George,USA,UT,0,Washington,37.04615,-113.55738,2023
Kenworth Sales - Vernal,84078,Naples,USA,UT,0,Uintah,40.46403,-109.5084,2023
TRP - Wenatchee,98801,Wenatchee,USA,WA,0,Chelan,47.43183,-120.34356,2023
Truck Enterprises - Manassas,20109,Manassas,USA,VA,5772,Manassas,38.79472,-77.53105,2023
Truck Enterprises - Chesapeake,23323,Chesapeake,USA,VA,22491,Chesapeake,36.70785,-76.37949,2023
Truck Enterprises - Harrisonburg,22801,Harrisonburg,USA,VA,0,Harrisonburg,38.40519,-78.87931,2023
Truck Enterprises - Roanoke,24019,Roanoke,USA,VA,0,Roanoke,37.3446,-79.95564,2023
Truck Enterprises - Lynchburg,24504,Lynchburg,USA,VA,0,Lynchburg,37.36673,-79.04953,2023
Truck Enterprises - Keyser,26726,Keyser,USA,WV,0,Mineral,39.40508,-78.98222,2023
Truck Enterprises - Hagerstown,21742,Hagerstown,USA,MD,0,Washington,39.67363,-77.65928,2023
Truck & Auto Repair LLC,27828,Farmville,USA,NC,0,Pitt,35.58509,-77.58519,2023
DPF Alternatives/West Kentucky,42025,Benton,USA,KY,21198,Marshall,36.85764,-88.33441,2023
DPF Alternatives of Augusta,30815,Hephzibah,USA,GA,16297,Richmond,33.2869,-82.0829,2023
DPF Alternatives of Augusta,30809,Evans,USA,GA,0,Columbia,33.55522,-82.16357,2023
DPF Alternatives of Texas,78634,Hutto,USA,TX,9134,Williamson,30.56,-97.54404,2023
DPF Alternatives,66736,Fredonia,USA,KS,7575,Wilson,37.55335,-95.86381,2023
ML Ventures DBA DPF Alternatives,48847,Ithaca,USA,MI,2163,Gratiot,43.2714,-84.5776,2023
RTR DPF LLC,76049,Granbury,USA,TX,0,Hood,32.46759,-97.70645,2023
RTR DPF LLC,76105,Fort Worth,USA,TX,11949,Tarrant,32.72327,-97.26999,2023
Dueck Enterprises DBA DPF Alternatives,69134,Elsie,USA,NE,5538,Perkins,40.80733,-101.36968,2023
DPF SD2 LLC,81301,Durango,USA,CO,0,La Plata,37.51095,-107.82066,2023
DPF SD2 LLC,57201,Watertown,USA,SD,2276,Codington,44.93412,-97.09424,2023
DPF Groen SD1 LLC,81301,Durango,USA,CO,0,La Plata,37.51095,-107.82066,2023
DPF Groen SD1 LLC,57701,Rapid City,USA,SD,0,Pennington,44.1209,-103.20562,2023
Premier Truck Group,30736,Ringgold,USA,GA,470,Catoosa,34.90244,-85.13306,2023
"Rodriguez Distribution, Inc.",07102,Newark,USA,NJ,7778,Essex,40.73576,-74.17343,2023
"Rodriguez Distribution, Inc.",07114,Newark,USA,NJ,0,Essex,40.70018,-74.16618,2023
Rihm Kenworth,55075,South St Paul,USA,MN,7281,Dakota,44.88794,-93.0411,2023
Diesel Depot,83210,Aberdeen,USA,ID,0,Bingham,43.02069,-112.86048,2023
Fleetpride,34945,Fort Pierce,USA,FL,1920,St. Lucie,27.45219,-80.55213,2023
LAD Enterprises DBA DPF Alternatives,48062,Richmond,USA,MI,12247,Macomb,42.84899,-82.79989,2023
LAD Enterprises DBA DPF Alternatives,48328,Waterford,USA,MI,0,Oakland,42.64597,-83.35603,2023
Allstate Peterbilt of Watertown,57201,Watertown,USA,SD,235,Codington,44.93412,-97.09424,2023
DPF Alternatives (Utah),84005,Eagle Mountain,USA,UT,0,Utah,40.32277,-111.99942,2023
Stewart & Stevenson,78406,Corpus Christi,USA,TX,8077,Nueces,27.77197,-97.51543,2023
Fleetpride,02920,Cranston,USA,RI,177,Providence,41.76719,-71.4655,2023
Bench Cleaning LLC DBA DPF Alternatives,78230,San Antonio,USA,TX,2058,Bexar,29.5455,-98.55571,2023
Fleetpride,14223,Tonawanda,USA,NY,2198,Erie,42.97348,-78.84612,2023
"Georgia Truck Parts, LLC",31089,Tennille,USA,GA,3145,Washington,32.85239,-82.86361,2023
Linehaul Heavy Duty LLC,45241,Cincinnati,USA,OH,0,Hamilton,39.27659,-84.40175,2023
Worldwide Equipment of Georgia,31533,Douglas,USA,GA,915,Coffee,31.55021,-82.8287,2023
Vander Haag's Inc,51503,Council Bluffs,USA,IA,4799,Pottawattamie,41.2304,-95.77795,2023
DPF Alternatives Bonners Ferry,83805,Bonners Ferry,USA,ID,0,Boundary,48.83203,-116.49248,2023
Rush Truck Centers- Dalhart,79022,Dalhart,USA,TX,0,Dallam,36.10004,-102.61443,2023
Excel Truck Group,28269,Charlotte,USA,NC,0,Mecklenburg,35.33747,-80.8026,2023
Doggett Freightliner - Austin,78721,Austin,USA,TX,0,Travis,30.27127,-97.68345,2023
NOLA Truck Service LLC,70058,Harvey,USA,LA,3578,Jefferson,29.8701,-90.06708,2023
Southland DPF LLC,35950,Albertville,USA,AL,0,Marshall,34.25273,-86.26023,2023
FleetPride,78045,Laredo,USA,TX,3461,Webb,27.83197,-99.65963,2023
Transource Truck & Trailer,27235,Greensboro,USA,NC,0,Guilford,36.09734,-80.00871,2023
Velocity - Greensboro,27409,Greensboro,USA,NC,0,Guilford,36.09242,-79.94431,2023
Truck Supply,63107,St. Louis,USA,MO,0,St. Louis,38.66373,-90.21201,2023
"Bruckner Truck Sales, Inc.",76426,Bridgeport,USA,TX,0,Wise,33.16493,-97.83772,2023
"Bruckner Truck Sales, Inc.",76903,San Angelo,USA,TX,0,Tom Green,31.48168,-100.43787,2023
"Bruckner Truck Sales, Inc.",73401,Ardmore,USA,OK,0,Carter,34.21045,-97.11434,2023
"Bruckner Truck Sales, Inc.",74332,Big Cabin,USA,OK,2705,Craig,36.52111,-95.23864,2023
"Bruckner Truck Sales, Inc.",73701,Enid,USA,OK,0,Garfield,36.42323,-97.78833,2023
"Bruckner Truck Sales, Inc.",71405,Ball,USA,LA,0,Rapides,31.40971,-92.39771,2023
"Bruckner Truck Sales, Inc.",71360,Pineville,USA,LA,0,Rapides,31.31597,-92.34593,2023
"Bruckner Truck Sales, Inc.",71202,Monroe,USA,LA,0,Ouachita,32.39549,-92.05663,2023
"Bruckner Truck Sales, Inc.",72858,Pottsville,USA,AR,0,Pope,35.20582,-93.04433,2023
Hill International Trucks,44663,New Philadelphia,USA,OH,0,Tuscarawas,40.46066,-81.44961,2023
Hill International Trucks,44706,Canton,USA,OH,2723,Stark,40.75382,-81.4198,2023
Hill International Trucks,45750,Marietta,USA,OH,0,Washington,39.4301,-81.42947,2023
Hill International Trucks,44903,Mansfield,USA,OH,0,Richland,40.77624,-82.52655,2023
Hill International Trucks,44857,Norwalk,USA,OH,0,Huron,41.21785,-82.58212,2023
Truck Enterprises - Fredericksburg,22408,Fredericksburg,USA,VA,0,Fredericksburg,38.21916,-77.44013,2023
DPF Alternatives.com Pittsburgh,16056,Saxonburg,USA,PA,0,Butler,40.72301,-79.83911,2023
North Central Int'l LLC,56301,St. Cloud,USA,MN,222,Stearns,45.48718,-94.24307,2023
DS Extreme Ventures DBA DPF Alternatives,80123,Littleton,USA,CO,0,Arapahoe,39.61578,-105.0692,2023
DS Extreme Ventures DBA DPF Alternatives,30297,Forest Park,USA,GA,6299,Clayton,33.61511,-84.37145,2023
Gabrielli Truck Sales,08804,Bloomsbury,USA,NJ,1120,Hunterdon,40.64412,-75.09936,2023
"Bentley Truck Service, Inc.",19153,Philadelphia,USA,PA,15387,Philadelphia,39.88391,-75.2343,2023
FleetPride,51246,Rock Rapids,USA,IA,0,Lyon,43.42764,-96.16564,2023
FleetPride,32505,Pensacola,USA,FL,249,Escambia,30.45575,-87.26082,2023
Rush Enterprises,88005,Las Cruces,USA,NM,0,Doña Ana,32.22757,-106.99027,2023
The Pete Store - Peabody,01960,PEABODY,USA,MA,980,Essex,42.53374,-70.97222,2023
Turbo Reman Center,60067,Palatine,USA,IL,0,Cook,42.10773,-88.06478,2023
Vander Haag's Inc. - Kansas City,64129,Kansas City,USA,MO,4846,Jackson,39.04935,-94.49682,2023
Holt Truck Centers,75061,Irving,USA,TX,11998,Dallas,32.82607,-96.96563,2023
Turbo Diesel & Electric System,30297,Forest Park,USA,GA,510,Clayton,33.61511,-84.37145,2023
Turbo Diesel & Electric System,30066,Marietta,USA,GA,-460,Cobb,34.034,-84.50798,2023
Turbo Diesel & Electric Systems,31206,MACON,USA,GA,0,Bibb,32.79383,-83.6832,2023
M & D Distributors,77091,Houston,USA,TX,0,Harris,29.85382,-95.43969,2023
M & D Distributors,77011,Houston,USA,TX,0,Harris,29.743,-95.30785,2023
M & D Distributors,75212,Dallas,USA,TX,0,Dallas,32.78203,-96.87853,2023
M & D Distributors,79764,Odessa,USA,TX,0,Ector,31.88546,-102.47378,2023
M & D Distributors,79601,Abilene,USA,TX,0,Taylor,32.57226,-99.64921,2023
Thompson Diesel Inc,74146,Tulsa,USA,OK,0,Tulsa,36.09784,-95.85344,2023
Thompson Diesel Inc,73128,Oklahoma City,USA,OK,0,Oklahoma,35.44899,-97.64595,2023
Thompson Diesel Inc,73127,Oklahoma City,USA,OK,0,Oklahoma,35.47785,-97.64836,2023
M & D Distributors,78219,San Antonio,USA,TX,0,Bexar,29.44137,-98.38459,2023
M & D Distributors,76903,San Angelo,USA,TX,0,Tom Green,31.48168,-100.43787,2023
M & D Distributors,78045,Laredo,USA,TX,0,Webb,27.83197,-99.65963,2023
M & D Distributors,71107,Shreveport,USA,LA,0,Caddo,32.59509,-93.85909,2023
Diesel Cast Welding,55449,Blaine,USA,MN,0,Anoka,45.17284,-93.1953,2023
Diesel Cast Welding,97211,Portland,USA,OR,0,Multnomah,45.58174,-122.63548,2023
Specialty Welding Diesel Power,38703,Greenville,USA,MS,0,Washington,33.47081,-91.04775,2023
Turbo Diesel & Electric Systems,32804,Orlando,USA,FL,0,Orange,28.57688,-81.39748,2023
Turbo Diesel & Electric System,35124,Pelham,USA,AL,0,Shelby,33.31368,-86.76194,2023
Turbo Diesel & Electric Systems,29615,Greenville,USA,SC,0,Greenville,34.85591,-82.29553,2023
Fleetpride - Lufkin,75901,Lufkin,USA,TX,0,Angelina,31.30264,-94.65481,2023
Fleetpride,48146,Lincoln Park,USA,MI,0,Wayne,42.24322,-83.18114,2023
Fox Truck & Tractor LLC,44707,Canton,USA,OH,9485,Stark,40.76031,-81.34715,2023
DPF Solutions LLC,79706,Midland,USA,TX,14737,Midland,31.83622,-101.97025,2023
Fleetpride,71854,Texarkana,USA,AR,0,Miller,33.44445,-93.90504,2023
Fleetpride,11901,Riverhead,USA,NY,0,Suffolk,40.92424,-72.64697,2023
Fleetpride,75662,Kilgore,USA,TX,0,Gregg,32.38076,-94.87503,2023
"The W.W. Williams Company, LLC",43017,Dublin,USA,OH,0,Franklin,40.1189,-83.13314,2023
"The W.W. Williams Company, LLC",29169,West Columbia,USA,SC,3865,Lexington,33.9967,-81.09676,2023
MacAllister Machinery - Fort Wayne,46808,Fort Wayne ,USA,IN,0,Allen,41.09887,-85.17619,2023
MacAllister Transportation,46239,Indianapolis,USA,IN,0,Marion,39.72311,-86.0004,2023
DPF Alternatives 066,28530,Grifton,USA,NC,2400,Pitt,35.372,-77.41579,2023
Cooper Truck & Trailer LLC,51533,Emerson,USA,IA,0,Mills,41.03606,-95.37933,2023
Bergey's- Carlisle,17015,Carlisle,USA,PA,0,Cumberland,40.18392,-77.23234,2023
Fleetpride - Little Rock,72206,Little Rock,USA,AR,0,Pulaski,34.63042,-92.23833,2023
Fleetpride - Conway,72032,Conway,USA,AR,0,Faulkner,35.07393,-92.36451,2023
Rush Truck Centers- Russellville,72802,Russellville,USA,AR,0,Pope,35.31334,-93.06726,2023
Kriete Truck Warehouse,53598,Windsor,USA,WI,21823,Dane,43.20641,-89.3387,2023
Independent Rough Terrain Center,78108,Cibolo,USA,TX,89,Guadalupe,29.57354,-98.22068,2023
McCandless Truck Center,80640,Henderson,USA,CO,1235,Adams,39.88536,-104.88202,2023
Peterson Trucks Inc,79705,Midland,USA,TX,0,Midland,32.09619,-102.0508,2023
Vander Haag's,75247,Dallas,USA,TX,0,Dallas,32.81417,-96.87803,2023
"DPF Solutions, LLC",46953,Marion,USA,IN,0,Grant,40.51928,-85.643,2023
"DPF Solutions, LLC",46953,Marion,USA,IN,0,Shelby,40.51928,-85.643,2023
WC Supply,75702,Tyler,USA,TX,0,Smith,32.36403,-95.31207,2023
"Blondina Diesel, LLC dba DPF Alternative",89441,Sparks,USA,NV,1411,Washoe,39.68131,-119.68755,2023
DPF Alternatives,89511,Reno,USA,NV,965,Washoe,39.40747,-119.88822,2023
"Bentley Truck Service, Inc",19720,New Castle,USA,DE,16197,New Castle,39.645,-75.60678,2023
"Test Calibration Company, Inc.",36618,Mobile,USA,AL,0,Mobile,30.73612,-88.17333,2023
Anderson Truck Inc,56621,Bagley,USA,MN,0,Clearwater,47.40975,-95.41597,2023
Anderson Truck Inc,56621,Bagley,USA,MN,0,Clearwater,47.40975,-95.41597,2023
Fleetpride,56301,Saint Cloud,USA,MN,1943,Stearns,45.48718,-94.24307,2023
Fleetpride,06810,Danbury,USA,CT,2107,Western Connecticut,41.37627,-73.45904,2023
Koehn Finishing LLC DBA DPF Alternatives,99343,Mesa,USA,WA,0,Franklin,46.59188,-119.17065,2023
FleetPride,07032,Kearny,USA,NJ,2240,Hudson,40.75281,-74.12016,2023
Fleet Services of Knoxville,37914,Knoxville,USA,TN,0,Knox,35.97988,-83.79937,2023
Truck Parts Direct,78130,NEW BRAUNFELS,USA,TX,0,Comal,29.69224,-98.06877,2023
Fleetpride,78834,Carrizo Springs,USA,TX,344,Dimmit,28.54776,-99.87286,2023
Childers Auto & Truck Parts,41501,Pikeville,USA,KY,0,Pike,37.50805,-82.5154,2023
Cook Brothers Truck Parts,13901,Binghamton,USA,NY,0,Broome,42.18253,-75.88048,2023
Fleetpride,20879,Gaithersburg,USA,MD,1584,Montgomery,39.16992,-77.17416,2023
River City Truck Sales,32220,Jacksonville,USA,FL,0,Duval,30.33693,-81.85335,2023
FleetPride,17402,York,USA,PA,0,York,39.95799,-76.66045,2023
DPF Solutions LLC,78219,San Antonio,USA,TX,1668,Bexar,29.44137,-98.38459,2023
Dixie Truck Parts Corp,30337,Atlanta,USA,GA,0,Fulton,33.64019,-84.44962,2023
CIT Trucks LLC,62294,Troy,USA,IL,0,Madison,38.70374,-89.87242,2023
"Reviva, Inc.",55421,Fridley,USA,MN,0,Anoka,45.05083,-93.25249,2023
FleetPride,01604,Worcester,USA,MA,0,Worcester,42.25085,-71.7683,2023
ASC Auto Electric,72209,Little Rock,USA,AR,0,Pulaski,34.6805,-92.33974,2023
